@relation C__Users_sky_Dropbox_FAU_Summer2016_Homework3_spam

@attribute text string
@attribute @@class@@ {Normal,Spam}

@data
'It\'s a bit confusing what you wrote. As for a density function, if you put X to be a two dimensional random variable, say it has x1 and x2 indepedent. The joint density is still f(x1, x2)=f(x1)f(x2), you can\'t have something in the exponent with a 2-dimensional random variable but the covariance is one dimensional, meaning only with \\sigma^2. Anyway you probably just omit those in the one page you sent to me.\r\n\r\nThanks,\r\nXiaodong\r\n',Normal
'Santa is comming soon! Happy New Year!!! \r\n\r\nWe’re pretty sure you worked hard and did your best this year to achieve a success in your business and private life. So now the time comes to credit yourself and your partner with the most wonderful holiday ever. And we’re right here to help you! ',Spam
'Hi Hill and xindong,\r\n\r\nThe presentation at IJCAI went very well.  After my presentation, many\r\npeople tried to ask questions, which shows the real interest in this topic\r\n(as opposed to other presentations, where there are no questions).  After\r\nthe session people come to me and say nice things about the paper.\r\n\r\nI summarize three main questions:\r\n\r\n1. What is the relationship between sequential noise patterns in this\r\npaper and that learned by a hierarchical hidden markov model?\r\n\r\n(my answer: need a deeper understanding of relation between sequential\r\nfrequent patterns which is model-less, and a hidden markov model is\r\nmodel-based)\r\n\r\n2. What if you grow patterns in the opposite way, by incrementally\r\ndeleting letters from a long pattern?  Can you now use a variation of\r\napriori again?\r\n\r\n(my answer: while this is possible, it might be hard for caching (map) to\r\nwork due to the nature of dynamic programming algo).\r\n\r\n3. why not apply data cleaning first to remove all gaps, then insert them\r\nlater to ease the mining?\r\n\r\n(my answer: gaps also convey information so a window size is determined\r\nbased on prior knowledge).\r\n\r\nbest!\r\n\r\n- Qiang\r\n',Normal
'How many times did you get unhappy after hating the idea to undress in public? 0be`sity\r\ndoes not only affect the way you look and feel about yourself. It is\r\nalso dangerous for your health, bringing plenty of health problems in a\r\nvariety of spheres. And of course feeling shy to take off your clothes\r\non a beach or in bed with your special one is so saddening.\r\n\r\nYou don\'t have to spend the rest of your life exercising yourself to\r\ndeath. You also don\'t have to experiment with suspicious po+und-fighting\r\nproducts. The only option you need is An^atrim! Its completely naturaI\r\nblend of ingredients attacks o_besity like nothing else and suppresses\r\nyour appetite, putting your mind in control of your e-ating. It also\r\neasily integrates into existing di`ets and has no side effects - you have to try it to believe the results are real! Getting rid of extra po-unds\r\nnow is safe and enjoyable. Ana+trim boosts not only your confidence but\r\nhelps your body produce tons of natural energy!\r\n',Spam
'Hi Dr. Zhu,\r\n\r\nAfter hours of trying, I found almost all stuffs (data+code+results)\r\nand got the code running on emba server... so I think I can do some\r\nmore experiments with the existing codes but really feel reluctant to\r\nchange any part of the code. Hopefully, we can make it with minimum\r\nefforts. I re-read the comments of reviewer 2 and found his last comment\r\nis do-able but I\'m not sure whether it is worthwhile to do it. Could you give\r\nme some suggestion on this? (I think those following two paragraphs are really\r\none comment -- the last three sentences he suggested)\r\n',Normal
'Well over 60\% of Americans have high cholesterol levels, which can lead to \r\nsickness, disease, and all too often an early death. Although men are at \r\nhigher risk, the cholesterol level of women is actually increasing even \r\nfaster than that of men, and each year an ever larger percentage of women \r\ncheck into hospitals due to their lack of attention to their cholesterol \r\nlevels.\r\n\r\nMedical science to the rescue... a pioneering new product is showing \r\nincredible results in medical study after medical study (over 1200 \r\npublished clinical studies in support), proving to be the most effective \r\nover the counter cholesterol reducer on the market, and the first ever to \r\nbe all natural and completely safe to use.\r\n\r\nCholErase works in your digestive system, to literally prevent cholesterol \r\nfrom being absorbed into the system from the food you eat. Through a \r\nscientifically formulated blend of ingredients, including natural \'plant \r\nsterols\' proven definitively to both lower bad and raise good cholesterol \r\nlevels, CholErase is the only product you\'ll find that is virtually \r\nguaranteed to lower your cholesterol dramatically, help you live a \r\nhealthier and longer life, and give you the peace of mind that it is all \r\nnatural entirely free of harsh chemicals, toxins, or any negative side \r\neffects or reactions. \r\n\r\nThe science behind this product is so strong that the company offers a full \r\nmoney back guarantee for anyone that doesn\'t see the results promised, as \r\nwell as up to two free bottles, for a limited time',Spam
'Call for Papers\r\n\r\nSIGKDD Explorations Special Issue on Data Mining for Health Informatics\r\n\r\nGuest editors\r\n  Raymond Ng, University of British Columbia, rng@cs.ubc.ca\r\n  Jian Pei, Simon Fraser University, jpei@cs.sfu.ca\r\n\r\n\r\nUnlike in bioinformatics where the focus is on the biology within a cell in living organisms, the focus of health informatics is on human tissues, organs and specific medical conditions. It is concerned with patients\' medical records and clinical data. Moreoever, one of the key directions of medical research for the next decade is personalized medicine. This is partly made feasible by recent advances of high throughput biotechnologies, such as comparative genome hybridization arrays, microarrays and mass spectrometry for proteomics and metabolomics.\r\n\r\nIn this special issue of SIGKDD Explorations, we solicit papers on health informatics research which requires mining of large amounts of data - clinical, DNA copy number, gene expression, protein expression and/or metabolonomics data. The following is a non-exhaustive list of possible topics:\r\n\r\n- feature selection for biomarker identification\r\n- cross-platform combinatorial mining of genomics features\r\n- mining transcription factor binding sites\r\n- prediction models of tumor/disease development\r\n- correlation mining of clinic data and genomic data\r\n- mining proteomics and/or metabolomics data\r\n- data mining for personalized medicine\r\n- modeling signalling networks\r\n- temporal and spatial mining of clinic data including medical images\r\n\r\nEach paper must dedicate a significant portion of the paper (e.g., no less than 25\%) describing the health problem being studied. And in light of the 2003 SIGKDD Explorations special issue on microarray data mining, papers which focus solely on microarray data should include new developments since 2003.\r\n\r\nSchedule\r\n\r\n- Deadline for submissions: March 30\r\n- Notifications: April 30\r\n- Camera-ready due: May 15\r\n- Final issue handed to the editors: June 1\r\n\r\nSubmissions\r\n\r\nAll submissions should be made in PDF file following the SIGKDD Explorations format as shown in the templates and samples on the SIGKDD Explorations Web site.\r\n\r\nSubmissions should be made via email to the co-guest editors: Dr. Raymond Ng (rng@cs.ubc.ca) and Dr. Jian Pei (jpei@cs.sfu.ca).\r\n\r\nPotential contributors are welcome to discuss their intentions and interest with the co-guest editors.',Normal
'The most favorable rates for finance Yours credits,. Everything profitable easy- fast, and guaranteed. \r\n\r\nAll kinds of credits, chose any you hoped for,. We have the most comfortable conditions and free consulting. \r\n\r\nWe suggest for your family, fast and professional service.THE ONE cool, decision in the sphere of credits, Yours business. \r\n\r\nYou have an potentia,l to earn and save simultaneously. \r\nJust click here and fill out this short and easy form. Apply here! ',Spam
'Hello,\r\n\r\nI will be out of the office until Thursday, January 11th, attending the Prentice Hall National Sales Meeting. I will have limited access to email and voicemail but will respond to your message as soon as possible.\r\n\r\nFor urgent textbook requests, please call Faculty Services at 1-800-526-0485.\r\n\r\nFor technical assistance, please visit www.247.prenhall.com or call 1-800-677-6337.\r\n\r\nThank you.\r\n\r\n\r\n',Normal
'Following a meeting \r\n\r\n\r\nOur very besstt price of medss: \r\n\r\nPain Relief (from $85) (Valliium, Somma, Trammaddol) \r\n\r\nMen\'s Pillls (from $70) (Viiagra, Leviitra) \r\n\r\nWeight Losss (from $99) (Meriiddia, Xeniical) \r\n\r\nYou Can\'t find this 0ffers available anywhere. \r\n\r\nVisit Us T0day! \r\nFollowing a meetingHe told the BBC there would be no UN troops. Sudan has always rejected plans to replace the AU force with a larger, stronger UN mission. ',Spam
'Dear Xingquan,\r\n\r\nI would like to take this opportunity to introduce myself, Rich Gilman, Northeast Account Executive for James River Technical, Inc.,(JRTI). Together, JRTI and I have teamed with the top vendors in the High Performance Computing (HPC) industry to provide you with not only the best performing solution for your application, but more importantly, the right solution that fits your needs and budget precisely.\r\n\r\nI have recently taken responsibility for the Northeast territory and I am looking forward to meeting all past, present or potential future users of our diverse product line. As SGI\'s exclusive reseller for the higher education market, JRTI is responsible for providing you with the answer to your system needs at a very affordable price. I have teamed up with Ken Ryan of SGI, formerly Account Executive for the Northeast for JRTI, who a lot of you may already have worked with, to develop the best system solution to address your HPC requirements.\r\n\r\nJRTI also represents many other HPC vendors providing you with the total solution for all your High Performance Computing system and Storage needs. I am available at any time to assist you and answer any questions, or provide you with a quote. Please take a moment to visit our website to familiarize yourself with our extensive product offering at www.jrti.com.\r\n\r\nI look forward to hearing from you and meeting you in the near future.\r\n\r\nSincerely,\r\n\r\nRich Gilman\r\n',Normal
'l am member of the contract award committee, Department of petroleum resources, (DPR) I am in search of an agent to assist us in the transfer of the sum mentioned below and subsequent investment in properties in your country.\r\nyou will be required to.\r\nAssist in the transfer of the said sum, Advise on lucrative areas for investment, Assist us in purchase of properties.If you decide to render your service to us in this regard, 20\% of the total sum of USD25m will be for you. Pls indicate your interest by including your Tel/Fax number for easy communication.\r\nyours faithfully,\r\nDr. Ben Okafor.\r\n\r\n',Spam
'Thank you - I look forward to speaking with you on your return.\r\n\r\nFAU has told us that they don\'t own any of this technology and have  \r\nrelinguished it in total to UVM, so the option for them to take over  \r\nthe management of the invention is not possible.\r\n\r\nManaging the invention is actually more than just filing a patent  \r\napplication, it\'s getting this technology out into the commercial  \r\nmarketplace. I need to understand better that marketplace and wanted  \r\nto begin with a discussion with you, to confirm that I understand  \r\nfully the technology and potential products that the technology would  \r\nenable. I then have a number of experts in the licensing and  \r\ncommercial world to help identify folks for us to market this  \r\ntechnology to. You are definitely one of those experts as well, and  \r\nany contacts you may have on the commercial side of things would be  \r\nvery helpful in this situation.\r\n\r\nThank you again and best regards,\r\nKerry\r\n',Normal
'Dear customers and friends of DS Team,\r\nPlease let us represent our new special offer you can\'t afford to miss. The most comprehensive edition of Windows Vista, Vista Ultimate Upgrade (DVD-ROM) is the first operating system that combines all of the advanced infrastructure features of a business-focused operating system, all of the management and efficiency features of a mobility-focused operating system, and all of the digital entertainment features of a consumer-focused operating system. For the person who wants one operating system that is great for working from home, working on the road, and for entertainment, Vista Ultimate is a no-compromise operating system that lets you have it all. Windows Vista Ultimate contains a number of new features, the most notable of which are: Windows Vista Ultimate combines all the features of a business-focused operating system, all the efficiency features of a mobility-focused operating system, and all of the digital entertainment features of a consumer-focused operating system!\r\n ; Remotely connect to business networks; Windows BitLocker Drive Encryption provides improved levels of protection against theft for your important business data whether you are at home, on the road, or in the office; Delivers all of the entertainment features available in Vista Home Premium; includes everything you need to enjoy the latest in digital photography, music, movies, analog TV, or even HDTV; Upgrade from your current edition of Microsoft Windows XP or Windows 2000 (including Windows XP Professional, Windows XP Home, Windows XP Media Center, Windows XP Tablet PC, Windows XP Professional x64, Windows 2000)\r\nWindows Vista Ultimate Upgrade (DVD-ROM)\r\n',Spam
'I do have strong skills in C, C++, Java means I can  do coding  in adance level. I used to teach C, C++ and Java where I used to handle several talented youngster in C++ and Java. \r\n \r\nThanks,\r\nMayukh\r\n',Normal
'Can u believe that we will make you happy? \r\n\r\nYOU just will bring back some romantic moments that u lost in past! \r\nRefresh your BODY! Just fill the difference between the life you\'s living now and between the life with our product! ',Spam
'Dear CSE Faculty,\r\n\r\nThis is to remind you that the request for instructional equipment is\r\ndue Jan 8, 2007.\r\n\r\nNote: You may have received a forwarded message including a message I sent\r\nearlier to this effect. It was not meant to be sent in that format. \r\nI hit return too soon before I got a chance to edit it. Sorry for the mess.\r\n\r\nHappy New Year.\r\n\r\nSam Hsu',Normal
'Hello!\r\n\r\nAll must-have meds you can find at MyCanadianPharmacy drug store. There is no need to buy medications at US drug stores and pay good deal of money.\r\n\r\nAll this you can find here:\r\nhttp://ijcnfe.tiffcategory.info/?62087787\r\n\r\nDon\'t be aware of fraud! We are certified by VISA, VeriSign and provide secure and confidential purchase.\r\n\r\nWith best regards,\r\nDr Stacey Stone.\r\n',Spam
'Hi Everyone,\r\n\r\nThe coffee pot finally gave out this morning.\r\n\r\nWe had to purchase a new one, and at this time, I am\r\nasking for donations.\r\n\r\nPlease see me when you have a chance if you would like\r\nto make a contribution.\r\n\r\nThank you.\r\n\r\nHelene',Normal
'Hello!\r\n\r\nThere are no reasons to buy Viagra or Cialis and pay the whole price. You can buy them at United States Drug store and pay much. Also you can buy them at Canadian Pharmacy store and save up to 80\%. \r\n\r\nYou\'ll get the same Viagra or Cialis with same quality but you\'ll pay less.\r\n\r\nEverything you need at High Quality here:\r\nhttp://idnnrj.pikebrush.info/?35018557\r\n\r\nWe guarantee completely secure and confidential purchase.\r\n\r\nWith best regards,\r\nDr Caleb Sapp.\r\n',Spam
'Dear FAU Student Body:\r\n\r\nOn Monday, Feb. 12 and Tuesday, Feb. 13, you, the students of Florida \r\nAtlantic University will have the rare opportunity to vote for a new \r\nstudent government constitution.\r\n\r\nThe Division of Student Affairs has worked closely with representatives \r\nof the general student body and Student Government leaders to develop \r\nan improved Student Government constitution. Over the past several \r\nyears, the constitution has evolved without a coordinated review by the \r\ngeneral student body. For this reason, the Division of Student Affairs \r\ndeveloped a multi-step initiative that began in October to review and \r\namend the existing constitution.\r\n\r\nThe initial step in this process provided an opportunity for students \r\nto meet with an external student government consultant to review the \r\ncurrent constitution and provide guidance for the rewriting process.  \r\n\r\nThe second phase of this process provided an opportunity for all \r\nstudents to participate in two constitutional conventions. A new draft \r\nof the constitution was created by students during this process.  \r\n\r\nTo read the full document and the highlighted changes, visit the FAU \r\nhomepage at http://www.fau.edu and click on the button on the lower \r\nright that reads, \"Student Government Constitution.\" We believe you \r\nwill find the new constitution easier to read and understand. It \r\nreflects some of the following changes:\r\n? The elimination of a University-Wide Council and the  President\'s \r\nAdministrative Cabinet\r\n? The separation of power between the three branches of government\r\n? Each campus will have a House of Representative that will serve as a \r\nlegislative body\r\n? A clearly defined partnership with the Division of Student Affairs\r\n\r\nThe third and final stage in the student constitution revision process \r\nis the writing of new statutes. These statutes will govern the \r\nday-to-day functions of Student Government, including the allocation of \r\nyour activities and student services fees, estimated to be $6.5 \r\nmillion. Remember, these fees are used to fund University-wide \r\nfacilities, programs and activities that benefit all of you. This final \r\nstage will occur after a new constitution is ratified.\r\n\r\nWe strongly encourage all students to vote online on Monday, Feb. 12 \r\nand Tuesday, Feb. 13. Current students will receive a reminder e-mail \r\nonce the voting opens on Feb. 12. If you have any questions, please \r\nfeel free to e-mail me at clbrown@fau.edu.\r\n\r\nSincerely,\r\n\r\nCharles Brown, Ph.D.\r\nVice President for Student Affairs',Normal
'Dear customers and friends of DS Team,\r\nPlease let us represent our new special offer you can\'t afford to miss. The most comprehensive edition of Windows Vista, Vista Ultimate Upgrade (DVD-ROM) is the first operating system that combines all of the advanced infrastructure features of a business-focused operating system, all of the management and efficiency features of a mobility-focused operating system, and all of the digital entertainment features of a consumer-focused operating system. For the person who wants one operating system that is great for working from home, working on the road, and for entertainment, Vista Ultimate is a no-compromise operating system that lets you have it all. Windows Vista Ultimate contains a number of new features, the most notable of which are: Windows Vista Ultimate combines all the features of a business-focused operating system, all the efficiency features of a mobility-focused operating system, and all of the digital entertainment features of a consumer-focused operating system!\r\n ; Remotely connect to business networks; Windows BitLocker Drive Encryption provides improved levels of protection against theft for your important business data whether you are at home, on the road, or in the office; Delivers all of the entertainment features available in Vista Home Premium; includes everything you need to enjoy the latest in digital photography, music, movies, analog TV, or even HDTV; Upgrade from your current edition of Microsoft Windows XP or Windows 2000 (including Windows XP Professional, Windows XP Home, Windows XP Media Center, Windows XP Tablet PC, Windows XP Professional x64, Windows 2000)\r\nWindows Vista Ultimate Upgrade (DVD-ROM)\r\nRetail Price $399.00\r\nOur Price $79.95\r\nYou save $319.05\r\nhttp://turporet.com\r\nPlease note, that there will be more special offers available for our constant customers. Every effort has been made to ensure the accuracy of all information contained herein. DS Team makes no warranty expressed or implied with respect to accuracy of the information, including price, product editorials or product specifications. Product and manufacturer names are used only for the purpose of identification. We appreciate your cooperation with us and we\'ll be glad to see you as our clients in the future.note, that there will be more special offers available for our constant customers. Every effort has been made to ensure the accuracy of all information contained herein. DS Team makes no warranty expressed or implied with respect to accuracy of the information, including price, product editorials or product specifications. Product and manufacturer names are used only for the purpose of identification. We appreciate your cooperation with us and we\'ll be glad to see you as our !\r\n clients in the future.',Spam
'Secure Systems Research Group activities\r\n\r\nIn the Spring semester, starting from January 12,  we will meet on\r\nFridays at 9:30 a.m. in Room 303.\r\n\r\nComing meetings. Thursdays at 9:30 am, Room S&E 303 unless otherwise\r\nannounced.  Look in\r\n  http://www.cse.fau.edu/~security for slides of past talks\r\n\r\n\r\n--Thursday, January 4, 2007,  Alvaro Escobar, \"Contexts and web\r\nservices\". Ph.D. Progress Report.\r\n\r\n--Friday, January 12, Juan Pelaez, \"VoIP architectures\"\r\n\r\n--Friday, January 19, Ajoy Kumar, \"IDS and VPN architectures\"\r\n\r\n\r\nNews:\r\n\r\n--The paper: Nelly Delessy and E.B.Fernandez, \"Adapting web services\r\nsecurity standards for\r\n     mobile and wireless environments\", was sent to the 2007\r\nInternational Workshop on Application\r\n    and   Security service in Web and pervAsive eNvirionments (ASWAN\r\n2007),\r\n    June 16-18, 2007, HuangShan (Yellow Mountain), China,\r\n   http://www.chu.edu.tw/~aswan07 <http://www.chu.edu.tw/\%7Easwan07>\r\n\r\nOld stuff, still relevant:\r\n\r\n\r\n--The paper E.B.Fernandez, C. Pertuz, and M.M.Larrondo-Petrie, \"A\r\nsecurity pattern for Pipes and Filters\",\r\n     was sent to LACCEI 2007.\r\n\r\n--The paper E.B.Fernandez, J.Ballesteros, A. Desouza-Doucet, and\r\nM.M.Larrondo-Petrie,\r\n    \"Security patterns for physical access control systems\", was sent to\r\nthe First Annual IFIP WG 11.10\r\n    Int. Conf. on Critical Infrastructure Protection.\r\n\r\n--The paper : Mei Fullerton and E.B.Fernandez, \"An analysis pattern for\r\nCustomer Relationship\r\n    Management (CRM)\", was sent to SugarLoafPLoP\'2007.\r\n\r\n--The paper  E. B. Fernandez, D. L. laRed M., J. Forneron, V. E. Uribe,\r\nand G. Rodriguez G.\r\n   \"A secure analysis pattern for handling legal cases\", was sent to\r\nSugarLoafPLoP\'2007.\r\n\r\n--Dr. Jan Jurjens, from the Open University of London, gave an\r\ninteresting  talk on Monday,\r\n    December 11 about model-based security engineering. We had 10 people\r\nattending, almost all the group.\r\n\r\n--The paper: E.B.Fernandez and M.M.Larrondo-Petrie, \"A methodology to\r\nbuild secure systems using patterns\",\r\n    was presented in the session of Works in Progress at the 22nd Annual\r\nComputer Security Applications\r\n    Conference (ACSAC), Miami Beach, FL, Dec. 11-15.\r\nhttp://www.acsac.org/\r\n    Maria and I attended this conference. Juan took a tutorial on\r\ncomputer forensics.\r\n\r\n--I sent the proofs for the paper: E. B. Fernandez and M. M.\r\nLarrondo-Petrie,\r\n    \"Securing design patterns for distributed systems\". This will appear\r\nas Chapter 3 in \"Security in\r\n    distributed, grid, and pervasive computing\", Y. Xiao (Ed.),  Auerbach\r\nPublics.,\r\n    CRC Press, 2006.\r\n\r\n--E. Fernandez  evaluated a paper on tools for software security being\r\nprepared for CMU SEI.\r\n\r\n--I completed the course on Software Architecture. Several reports were\r\n   quite good and some papers will come  out from them.\r\n\r\n--The paper: E.B.Fernandez, M.M. Larrondo-Petrie, and A. Escobar,\r\n\"Contexts and context-based access\r\n    control\", was accepted for the 3rd IEEE Int.  Conf. on Wireless and\r\nMobile Communications (ICWMC 2007),\r\n    March 4-9, Guadeloupe, French Caribbean.\r\n\r\n--The paper: E.B.Fernandez and J.C. Pelaez, \"Security patterns for voice \r\nover IP networks\" was accepted for the\r\n    2nd IEEE Int. Multiconference on Computing in the Global Information \r\nTechnology (ICCGI 2007),\r\n    March 4-9, Guadeloupe, French Caribbean.\r\n\r\n--The paper: N. Delessy, E.B.Fernandez, and M.M. Larrondo-Petrie, \"A \r\npattern language for identity management\",\r\n    was accepted for the  2nd IEEE Int. Multiconference on Computing in \r\nthe Global Information\r\n   Technology (ICCGI 2007), March 4-9, Guadeloupe, French Caribbean.\r\n\r\n--Prof. G. Pernul (U. of Regensburg, Germany) and I are organizing a\r\nsecurity patterns workshop\r\n    at the next DEXA conference.   The web site has been announced:\r\n    http://www-ifs.uni-regensburg.de/spattern07/\r\n\r\n--The paper: E.B. Fernandez, J.C. Pelaez, and M.M. Larrondo-Petrie,\r\n\"Attack patterns: A new forensic and design tool\",\r\n    was accepted for the Third Annual IFIP WG 11.9 Int. Conf. on Digital\r\nForensics, Orlando, FL, Jan. 29-31, 2007.\r\n    www.cis.utulsa.edu/ifip119\r\n\r\n--The tutorial: E.B.Fernandez, \"Security patterns and secure systems\r\ndesign\", was accepted for presentation at the\r\n    45th ACM Southeast Conference (ACMSE 2007), March 23-24, 2007,\r\nWinston-Salem, North Carolina,\r\n    http://acmse2007.wfu.edu <http://www.acmse2007.wfu.edu/>\r\n\r\n--E. Fernandez  reviewed a proposal for the Chilean National Fund for\r\nScientific and Technological\r\n    Development (FONDECYT).\r\n\r\n-- E.Fernandez went to Brazil where he:\r\n\r\n           Gave a  keynote talk and a tutorial at  the Eigth \r\nInternational Symposium on System and Information\r\n           Security - SSI´2006, November 08-10, 2006. \r\nhttp://www.ssi.org.br/english/\r\n           This symposium was sponsored by the Aeronautical Institute of \r\n   Technology - ITA,\r\n           Computer Science Department - IEC,  Sao Jose dos Campos,  Sao \r\nPaulo, Brazil.\r\n            He also presented there a short paper by Prof. Oge Marques \r\nand students, who could not attend the\r\n            symposium.\r\n\r\n           Gave a talk at the Computer Science Dept. of the University \r\nof Sao Paulo on Nov. 7. Hosted by Prof.\r\n           Fabio Kon.\r\n\r\n--E. Fernandez joined the Program Committee of the Int. Conf. on \r\nSecurity and Cryptography\r\n    (SECRYPT 2007), July 28-31, Barcelona, Spain, www.secrypt.org\r\n\r\n--E. Fernandez joined the Program Committee of  the 4th Int. Conf. on \r\nTrust, Privacy,\r\n    and Security in Digital Business (TrustBus\'07), Regensburg, Germany, \r\nSept. 3-7, 2007,\r\n    http://www.icsd.aegean.gr/trustbus07/\r\n\r\n--E. Fernandez has been appointed for two more years to the \r\nInternational review Board\r\n    of the Int. Journal of e-Business Research (IJEBR).\r\n\r\n  --Ajoy  Kumar passed the Qualifying Exam and is now a Ph. D. \r\nCandidate. I forgot to mention earlier this year\r\n     that  Juan Pelaez also became a Ph. D. Candidate. So the group has \r\nnow four candidates (the others are Nelly\r\n     Delessy and Alvaro Escobar ).  We also have one MS doing thesis, \r\nPat Morrison, to be joined shortly by\r\n     Barkha Herman who has applied for candidacy and later by Carlos \r\nPertuz.\r\n',Normal
'Hello!\r\n\r\nBuy Canadian medications. Same High-Quality medications as US meds do but lower prices!\r\n\r\nDon\'t go to your local drug store, don\'t strain yourself with unnecessary prescriptions. \r\n\r\nOrder same quality meds here:\r\nhttp://idnnrj.pikebrush.info/?35018557\r\n\r\nThey have high-quality medications and excellent service for their clients.\r\n\r\nWith best regards,\r\nDr Robby Jacobsen.\r\n',Spam
'Hi Everyone,\r\n\r\nI am still waiting for some Spring 07 office hours.\r\n\r\nIf you have already sent them to me, just disregard\r\nthis message.\r\n\r\nIf you have not, please let me have yours as soon as\r\nyou are able so that the hours can be posted before\r\nclasses start on Monday, January 8th.\r\n\r\nThanks.\r\n\r\nHelene',Normal
'Land Resource Association LLC \r\nReal investments in Real resources \r\n \r\n21.7\% Income Monthly based on GOLD\r\n \r\nOUR JOB - MINING AND SELLING GOLD.\r\n \r\nWe are giving you a great opportunity for you to become our PARTNER.\r\n \r\nInvest in the most stable currencies in the world in the GOLD. Earn stable income.\r\n \r\nVisit our site for info\r\n \r\nLetter is generated by OPT-in Company complain@opt-in-advisecom\r\n',Spam
'Dear Colleagues and Staff Members,\r\n\r\nI will join NSF through the govenment \"on loan\" program for a year,  \r\nwhich is extensible to a maximum of three years.\r\nI\'d like to thank everyone for the support over the years.\r\n\r\nTo minimize the impact of this move on my graduate students, I will come \r\nback frequently, hopefully every Friday, to continue supervising my PhD \r\nand MS students.\r\n\r\nJie\r\n',Normal
'Did you know obesity kiIIs more and more people every year? We know you hate the extra pounds, the ugly look and the social stigmata attached to fat people. Moreover, you can barely do anything about the terrible eating habits of yours. This all sounds familiar? Then we have something for you!\r\n\r\nIntroducing Hoodia, the ultimate product for weight loss. The greatest thing is that Hoodia improves the quality of your life, making you crave food less, giving you better mood and eliminating the extra weight. Read what people say about this product:\r\n\r\n\"This is wonderful! Instead of watching TV and stuffing myself with food l became more interested in exercise. Hoodia got me on the right track. l am more fit now, and there are lots of men around me!\" ',Spam
'Dear Xingquan Zhu:\r\n\r\nAs an academic, professional, consultant and/or practitioner, we appreciate your opinion regarding a project related to Knowledge Generation, Communication and Management (KGCM).\r\n\r\nThis project will include conference organization, multiple-authors books, conversational meetings, electronic forums, electronic conferences and journal publications, as well as other activities, services and products that might be suggested in this survey, in which we are inviting you to participate. It will take you about 30 seconds to fill the related web form about your potential opinion on this issue. To do so please, use the following URL:\r\n\r\nThe registration fee of effective organizers will be waived and they will receive at the registration desk, for free, a package of 4 DVDs and one CD containing the 6-hour tutorial of Professor Stuart Umpleby (Former President of the American Society of Cybernetics) titled \"Fundamentals and History of Cybernetics: Development of the Theory of Complex Adaptive Systems\". The market price of this package is US $ 295. Twelve more benefits for invited session organizers are listed at KGCM 2007 web page.\r\n\r\nBest Regards,\r\n\r\nProfessor Nagib Callaos\r\nIIIS\' President',Normal
'Finally the real thing - no more ripoffs! \r\nP.E.P. are hot right now, VERY hot! Well this is the real thing, not an imitation! \r\nOne of the very originals, the absolutely unique product is available, anywhere! \r\n\r\nRead what people say about this product: \r\n\"I love how fast your product worked on my boyfriend, he can\'t stop talking about how excited he is with his new girth, length, and libido!\" \r\n\r\nMaria H., Colorado \r\n\"At first I thought the free sample package I received was some kind of joke? until I actually tried using the P.E.P. Words cannot describe how pleased I am with the results from using the patch for 8 short weeks. I\'ll be ordering on a regular basis from now on!\" \r\n\r\nMike Brown, Chicago \r\n\r\n',Spam
'Hi XINGQUAN ZHU,\r\n     Nice to meet you. Let me introduce myself to you first. My name is XueYan Hu, a Ph.D. Candidate at Peking University Beijing China. My research area is data mining. I have read your many papers; your creativity and talent are amazing. Especially I am interesting at your paper \"Mining in Anticipation for Concept Change: Proactive-Reactive Prediction in Data Streams\" in  2006. Would you give me the code of generating synthetic data and the algorithms\' source code?\r\n\r\n  \r\n\r\n  \r\n\r\nYours sincerely, \r\n\r\n       XueYan Hu\r\n\r\n',Normal
'Your history shows that your last order is ready for\r\nrefilling.\r\n\r\nTo finish your reorder visit http://tuwtld.prismeall.net/?18100431\r\n\r\nPlease visit the site to complete your order.  Because you have\r\nordered from us previously, your prescription is pre-approved.\r\n\r\nThank you,\r\n\r\nKarla  London\r\nCustomer Services\r\n',Spam
'Dear authors of ICDE accepted paper 1003,\r\n\r\nthank you for sending me a new PDF version of your paper. Unfortunately, \r\nthe new version has failed the IEEE format-compliance test conducted by \r\nmy assistants.\r\n\r\nI believe the problem is with the IEEE format-compliance checker. To \r\nhelp us resolve this problem with the IEEE support team, could you send \r\nme by email\r\ntwo things before 11:59pm PST on Friday December 15, 2006:\r\n\r\n(1) the IEEE-checker receipt showing that your file has successfully \r\npassed the test, and\r\n\r\n(2) the account name that you used to do the IEEE format-compliance \r\nchecking; I believe that the name of the author doing the checking is \r\nenough.\r\n\r\n\r\nMany thanks for your help and best regards,\r\n\r\nRada Chirkova\r\nICDE-07 proceedings chair',Normal
'Xanax as low as $2.85\r\nSoma as low as $1.38\r\nAmbien as low as $2.89\r\nCialis Soft Tabs as low as $5.78\r\nViagra Professional as low as $4.07\r\nViagra Soft Tabs as low as $4.1\r\nCialis as low as $5.67\r\nValium as low as $2.89\r\nGeneric Viagra as low as $3.5\r\nHuman Growth Hormone as low as $43.37\r\nMeridia as low as $3.32\r\nLevitra as low as $11.97\r\nand MUCH more...\r\n',Spam
